27,BXIZZB001V010027,"I try to have close, personal relationship with people",One or two people,Some people,Some people,A few people,A few people,Some people,Many people,Some people,Many people,Most people,A few people,Some people,A few people,Many people,One or two people,Some people,Some people,Some people,Some people,Some people,Some people,Most people,Many people,Some people,Many people,Most people,A few people,Nobody,Some people,Many people,Many people,A few people,Most people,Some people,One or two people,Some people,Some people,Some people,Many people,Nobody,Most people,A few people,A few people,Some people,Many people,Some people,A few people,Some people,Some people,A few people,One or two people,Many people,Many people,One or two people,A few people,Some people,Many people,Many people,Many people,Many people,Many people,A few people,Most people,Nobody,Nobody,Most people,One or two people,Some people,Most people,Most people,One or two people,Some people,A few people,One or two people,Many people,Many people,Some people,A few people,Many people,Some people,One or two people,One or two people,One or two people,Some people,Some people,One or two people,1,Most people,1,Most people,2,Many people,1,Most people,4,A few people,6,Nobody,3,Some people,1,Most people,4,A few people,5,One or two people,3,Some people,5,One or two people,2,Many people,1,Most people,2,Many people,6,Nobody,1,Most people,1,Most people,3,Some people,6,Nobody,4,A few people,3,Some people,2,Many people,1,Most people,5,One or two people,1,Most people,3,Some people,2,Many people,3,Some people,2,Many people,3,Some people,2,Many people,3,Some people,4,A few people,4,A few people,1,Most people,4,A few people,3,Some people,3,Some people,3,Some people,3,Some people,3,Some people,3,Some people,1,Most people,4,A few people,3,Some people,1,Most people,6,Nobody,5,One or two people,6,Nobody,3,Some people,6,Nobody,2,Many people,1,Most people,5,One or two people,6,Nobody,1,Most people,3,Some people
28,BXIZZB001V010028,I like people including me or inviting me in seeking my opinion about them and any matters,Nobody,Most people,Some people,Some people,A few people,Some people,Many people,Some people,A few people,Many people,A few people,Many people,Some people,Nobody,Many people,A few people,Some people,Most people,One or two people,Some people,Some people,Some people,A few people,Many people,Some people,Many people,A few people,Many people,Some people,Most people,Many people,Some people,Many people,Some people,Many people,Some people,A few people,A few people,Many people,A few people,Some people,Many people,A few people,Some people,A few people,A few people,Some people,One or two people,Many people,Some people,Many people,Many people,Most people,Many people,Some people,Some people,One or two people,Most people,Many people,Most people,Many people,Many people,Some people,Some people,Most people,Many people,Many people,Some people,Most people,Some people,Many people,Nobody,Most people,Nobody,Some people,Many people,Some people,Some people,One or two people,Some people,A few people,One or two people,Some people,A few people,Some people,Most people,1,Most people,6,Nobody,2,Many people,3,Some people,1,Most people,3,Some people,2,Many people,5,One or two people,5,One or two people,3,Some people,3,Some people,4,A few people,3,Some people,3,Some people,3,Some people,5,One or two people,1,Most people,1,Most people,4,A few people,3,Some people,1,Most people,4,A few people,5,One or two people,1,Most people,1,Most people,1,Most people,3,Some people,1,Most people,5,One or two people,5,One or two people,2,Many people,4,A few people,5,One or two people,1,Most people,6,Nobody,1,Most people,6,Nobody,3,Some people,3,Some people,3,Some people,3,Some people,3,Some people,3,Some people,1,Most people,3,Some people,1,Most people,4,A few people,4,A few people,3,Some people,4,A few people,3,Some people,6,Nobody,3,Some people,1,Most people,3,Some people,4,A few people,1,Most people,4,A few people
29,BXIZZB001V010029,I like when others like me and involve me with them,Some people,Many people,Some people,Some people,A few people,Some people,Many people,Some people,Most people,Most people,A few people,Some people,Some people,Many people,Many people,Nobody,One or two people,Most people,Some people,Some people,Many people,Most people,A few people,Many people,A few people,Most people,Most people,Many people,Some people,Many people,Many people,Many people,Some people,Some people,Most people,Some people,Most people,Many people,Many people,Many people,A few people,Some people,A few people,Most people,Some people,Many people,Many people,Some people,Many people,Many people,A few people,Most people,Most people,Some people,Many people,Some people,A few people,Most people,Some people,Many people,Many people,Many people,Most people,Most people,Most people,Many people,One or two people,Some people,One or two people,Most people,Most people,Most people,Most people,A few people,Some people,Many people,Some people,Some people,Most people,Some people,Some people,A few people,Some people,Most people,Most people,Some people,1,Most people,3,Some people,2,Many people,2,Many people,1,Most people,4,A few people,1,Most people,2,Many people,3,Some people,5,One or two people,4,A few people,3,Some people,3,Some people,3,Some people,3,Some people,3,Some people,1,Most people,6,Nobody,4,A few people,4,A few people,1,Most people,4,A few people,3,Some people,1,Most people,2,Many people,3,Some people,4,A few people,1,Most people,5,One or two people,5,One or two people,2,Many people,3,Some people,1,Most people,1,Most people,6,Nobody,4,A few people,6,Nobody,4,A few people,1,Most people,4,A few people,4,A few people,1,Most people,5,One or two people,1,Most people,2,Many people,4,A few people,3,Some people,3,Some people,6,Nobody,3,Some people,5,One or two people,3,Some people,1,Most people,1,Most people,2,Many people,1,Most people,1,Most people,2,Many people
30,BXIZZB001V010030,I try to influence strongly other people’s actions,A few people,Many people,Some people,Most people,A few people,Nobody,Some people,Some people,A few people,A few people,One or two people,Many people,Some people,Some people,Most people,Some people,Some people,A few people,Some people,Some people,Nobody,Some people,A few people,Some people,Many people,A few people,Some people,A few people,One or two people,Many people,A few people,Many people,Many people,A few people,Most people,A few people,Nobody,Nobody,Many people,Some people,A few people,One or two people,A few people,A few people,Some people,One or two people,A few people,Some people,A few people,Many people,A few people,Some people,Most people,Some people,Some people,Nobody,A few people,Many people,A few people,Some people,Some people,A few people,Nobody,One or two people,A few people,Some people,One or two people,Some people,Some people,Some people,Nobody,Some people,Most people,One or two people,Many people,One or two people,Some people,Some people,One or two people,Some people,A few people,A few people,A few people,Some people,Some people,One or two people,1,Most people,6,Nobody,4,A few people,3,Some people,1,Most people,5,One or two people,5,One or two people,5,One or two people,3,Some people,2,Many people,5,One or two people,5,One or two people,5,One or two people,1,Most people,3,Some people,6,Nobody,1,Most people,6,Nobody,6,Nobody,6,Nobody,1,Most people,5,One or two people,6,Nobody,1,Most people,3,Some people,3,Some people,3,Some people,2,Many people,5,One or two people,3,Some people,2,Many people,5,One or two people,3,Some people,3,Some people,3,Some people,1,Most people,3,Some people,5,One or two people,1,Most people,5,One or two people,5,One or two people,2,Many people,5,One or two people,1,Most people,3,Some people,1,Most people,4,A few people,5,One or two people,6,Nobody,6,Nobody,3,Some people,3,Some people,1,Most people,1,Most people,6,Nobody,6,Nobody,1,Most people,3,Some people
31,BXIZZB001V010031,I like people to invite me to join in their activities,Some people,Many people,Some people,Some people,A few people,Most people,Some people,Some people,Many people,Many people,Most people,Some people,Some people,Some people,Most people,Some people,Some people,Some people,Some people,Some people,Many people,Some people,A few people,Many people,Many people,Most people,Some people,A few people,Many people,Most people,A few people,Most people,Some people,Some people,Most people,A few people,A few people,Some people,Many people,Some people,Most people,Many people,A few people,Most people,Many people,Some people,Some people,Some people,Some people,A few people,Many people,Most people,Most people,Many people,Some people,Some people,Most people,Most people,Some people,Most people,Many people,Many people,Most people,Some people,Most people,A few people,One or two people,Some people,Some people,Some people,Most people,One or two people,Most people,A few people,Many people,Many people,Some people,Some people,One or two people,Some people,Some people,Most people,Some people,Nobody,Some people,Some people,1,Most people,6,Nobody,3,Some people,3,Some people,1,Most people,2,Many people,1,Most people,3,Some people,2,Many people,4,A few people,3,Some people,4,Some people,3,Some people,1,Most people,4,A few people,5,One or two people,1,Most people,5,One or two people,6,Nobody,4,A few people,1,Most people,4,A few people,1,Most people,1,Most people,1,Most people,1,Most people,3,Some people,2,Many people,5,One or two people,5,One or two people,2,Many people,3,Some people,3,Some people,1,Most people,4,A few people,4,A few people,6,Nobody,1,Most people,3,Some people,1,Most people,1,Most people,2,Many people,3,Some people,1,Most people,1,Most people,3,Some people,2,Many people,5,One or two people,2,Many people,2,Many people,3,Some people,5,One or two people,1,Most people,1,Most people,2,Many people,1,Most people,1,Most people,3,Some people
32,BXIZZB001V010032,I like people to show their affection towards me,One or two people,Many people,Some people,Many people,A few people,Some people,Most people,Some people,Some people,Many people,A few people,Some people,Most people,A few people,One or two people,A few people,Some people,A few people,Some people,Some people,A few people,Many people,Many people,Many people,Some people,Most people,A few people,Many people,A few people,Many people,Some people,Some people,Some people,Some people,Many people,Some people,A few people,Most people,Many people,A few people,Most people,A few people,A few people,Some people,Some people,A few people,A few people,Some people,Many people,A few people,Some people,Many people,Most people,Some people,Some people,Some people,Nobody,Some people,Some people,Many people,Some people,Some people,Nobody,Some people,Most people,A few people,One or two people,Some people,Most people,Some people,Some people,Most people,A few people,Some people,Many people,Nobody,Some people,Some people,Many people,Some people,Most people,A few people,A few people,Some people,Most people,Some people,1,Most people,1,Most people,5,One or two people,1,Most people,3,Some people,1,Most people,1,Most people,1,Most people,2,Many people,2,Many people,1,Most people,3,Some people,1,Most people,2,Many people,1,Most people,5,One or two people,1,Most people,1,Most people,1,Most people,3,Some people,3,Some people,5,One or two people,2,Many people,1,Most people,1,Most people,1,Most people,1,Most people,2,Many people,5,One or two people,1,Most people,1,Most people,1,Most people,1,Most people,1,Most people,4,A few people,3,Some people,1,Most people,2,Many people,1,Most people,2,Many people,2,Many people,2,Many people,5,One or two people,1,Most people,3,Some people,1,Most people,3,Some people,6,Nobody,4,A few people,4,A few people,3,Some people,5,One or two people,1,Most people,1,Most people,5,One or two people,1,Most people,1,Most people,6,Nobody
33,BXIZZB001V010033,I try to take charge of things when I am with people,Many people,Many people,Many people,Some people,Many people,One or two people,Many people,One or two people,Many people,Most people,Nobody,Many people,Many people,Many people,Most people,Some people,Some people,Many people,Some people,Some people,Some people,Some people,Some people,Many people,Nobody,Many people,Some people,Some people,Most people,Most people,Many people,Many people,Most people,Some people,Many people,Some people,Most people,Some people,Some people,Some people,A few people,Some people,Most people,Some people,Many people,A few people,A few people,Some people,Many people,Many people,A few people,Many people,Most people,Many people,Some people,Some people,Many people,Most people,Some people,Most people,Many people,Some people,Most people,Most people,Many people,Most people,One or two people,Some people,One or two people,Some people,Nobody,Many people,Most people,One or two people,Many people,One or two people,Some people,Some people,Some people,Most people,Nobody,A few people,One or two people,Most people,Some people,Some people,3,Some people,1,Most people,2,Many people,3,Some people,3,Some people,1,Most people,1,Most people,1,Most people,3,Some people,1,Most people,1,Most people,2,Many people,1,Most people,1,Most people,2,Many people,3,Some people,1,Most people,1,Most people,2,Many people,4,A few people,4,A few people,2,Many people,1,Most people,3,Some people,2,Many people,1,Most people,1,Most people,1,Most people,3,Some people,1,Most people,2,Many people,2,Many people,1,Most people,1,Most people,3,Some people,3,Some people,3,Some people,5,One or two people,1,Most people,5,One or two people,5,One or two people,3,Some people,3,Some people,1,Most people,2,Many people,3,Some people,3,Some people,3,Some people,6,Nobody,3,Some people,2,Many people,2,Many people,2,Many people,1,Most people,2,Many people,1,Most people,1,Most people,1,Most people
34,BXIZZB001V010034,I like people to include me in their activities,Some people,Many people,Some people,Some people,A few people,Some people,Some people,Some people,Some people,Many people,A few people,Some people,Many people,Some people,Many people,Many people,Some people,Most people,Some people,Some people,Many people,Many people,Some people,Many people,Many people,Most people,Some people,Many people,Most people,Many people,Many people,Many people,Many people,Some people,Most people,Some people,Some people,One or two people,Many people,Some people,A few people,Most people,Some people,Most people,Many people,Some people,A few people,A few people,Some people,Many people,A few people,Many people,Many people,Many people,Some people,Some people,Some people,Some people,Many people,Most people,Some people,Many people,Some people,Some people,Most people,Some people,Some people,Some people,A few people,Some people,Some people,Some people,Most people,One or two people,Many people,Many people,Most people,Some people,Most people,Some people,A few people,Most people,A few people,Most people,Most people,Some people,1,Most people,1,Most people,4,A few people,1,Most people,1,Most people,2,Many people,3,Some people,3,Some people,3,Some people,1,Most people,5,One or two people,1,Most people,2,Many people,1,Most people,3,Some people,3,Some people,3,Some people,2,Many people,3,Some people,2,Many people,3,Some people,4,A few people,1,Most people,1,Most people,2,Many people,1,Most people,4,A few people,2,Many people,4,A few people,1,Most people,2,Many people,3,Some people,1,Most people,1,Most people,,,1,Most people,3,Some people,3,Some people,1,Most people,3,Some people,3,Some people,4,A few people,3,Some people,1,Most people,2,Many people,3,Some people,3,Some people,5,One or two people,3,Some people,3,Some people,1,Most people,5,One or two people,1,Most people,1,Most people,3,Some people,1,Most people,1,Most people,3,Some people
35,BXIZZB001V010035,I like when people do not come near me or bother me,A few people,Nobody,Some people,Some people,A few people,Nobody,A few people,A few people,Some people,Nobody,A few people,A few people,Most people,One or two people,One or two people,A few people,Some people,Many people,A few people,Some people,Some people,A few people,Some people,Some people,Some people,Some people,Many people,A few people,Nobody,One or two people,One or two people,Some people,A few people,One or two people,One or two people,Nobody,Nobody,Nobody,One or two people,A few people,One or two people,Many people,A few people,Nobody,Nobody,Some people,A few people,Some people,Nobody,A few people,A few people,Many people,Most people,A few people,A few people,Most people,Nobody,A few people,Nobody,A few people,Some people,One or two people,Nobody,One or two people,Nobody,One or two people,One or two people,A few people,One or two people,Most people,Some people,Many people,Some people,Some people,Some people,Nobody,Some people,Some people,Most people,Some people,Most people,A few people,A few people,A few people,Nobody,Some people,6,Nobody,2,Many people,4,A few people,4,A few people,3,Some people,5,One or two people,1,Most people,2,Many people,2,Many people,4,A few people,3,Some people,3,Some people,5,One or two people,4,A few people,4,A few people,1,Most people,3,Some people,6,Nobody,5,One or two people,6,Nobody,3,Some people,4,A few people,6,Nobody,6,Nobody,4,A few people,1,Most people,3,Some people,6,Nobody,5,One or two people,6,Nobody,5,One or two people,2,Many people,3,Some people,6,Nobody,6,Nobody,6,Nobody,4,A few people,6,Nobody,1,Most people,6,Nobody,6,Nobody,4,A few people,6,Nobody,3,Some people,6,Nobody,6,Nobody,5,One or two people,6,Nobody,3,Some people,3,Some people,3,Some people,6,Nobody,3,Some people,5,One or two people,5,One or two people,6,Nobody,2,Many people,5,One or two people
36,BXIZZB001V010036,I like to tell others what they should be doing all the time,A few people,Many people,A few people,Many people,A few people,Some people,Some people,Some people,Some people,Some people,A few people,A few people,Some people,A few people,Nobody,Some people,Some people,Some people,Some people,Nobody,A few people,Some people,Some people,Many people,Many people,A few people,A few people,Some people,Some people,Many people,Some people,Most people,Many people,Many people,Most people,Nobody,A few people,Some people,A few people,One or two people,A few people,A few people,A few people,One or two people,Some people,Some people,Some people,A few people,One or two people,Some people,Most people,A few people,One or two people,Some people,Some people,Some people,Nobody,Most people,Nobody,Many people,A few people,Some people,Some people,Most people,Many people,A few people,One or two people,Some people,Most people,A few people,Nobody,Some people,Most people,One or two people,Some people,One or two people,Some people,A few people,One or two people,A few people,Nobody,Nobody,One or two people,Most people,Some people,Some people,2,Many people,1,Most people,3,Some people,1,Most people,1,Most people,2,Many people,4,A few people,4,A few people,2,Many people,1,Most people,1,Most people,2,Many people,2,Many people,4,A few people,1,Most people,5,One or two people,4,A few people,3,Some people,2,Many people,2,Many people,4,A few people,3,Some people,2,Many people,2,Many people,4,A few people,2,Many people,1,Most people,1,Most people,3,Some people,6,Nobody,3,Some people,5,One or two people,4,A few people,1,Most people,1,Most people,1,Most people,3,Some people,4,A few people,6,Nobody,4,A few people,3,Some people,3,Some people,5,One or two people,3,Some people,6,Nobody,4,A few people,4,A few people,5,One or two people,2,Many people,3,Some people,3,Some people,6,Nobody,1,Most people,1,Most people,2,Many people,4,A few people,1,Most people,3,Some people
37,BXIZZB001V010037,I like people to ask me to participate in their discussions,Some people,Many people,Some people,Some people,Some people,Some people,Many people,Some people,Some people,Many people,A few people,Many people,Some people,Many people,Many people,Many people,Some people,Most people,One or two people,Some people,Some people,Many people,Some people,Many people,Nobody,Most people,Some people,Some people,Most people,Most people,Some people,Many people,Some people,Many people,Most people,A few people,A few people,A few people,Many people,Some people,Many people,Many people,Some people,Many people,Some people,One or two people,A few people,Nobody,A few people,Many people,A few people,Most people,Many people,Many people,Some people,Some people,Some people,Most people,Some people,Most people,Many people,Many people,Some people,Some people,Most people,Some people,Some people,Many people,Most people,Some people,Some people,Many people,Most people,One or two people,Many people,Most people,Some people,Some people,One or two people,Some people,Some people,Most people,Some people,A few people,Some people,Some people,1,Most people,1,Most people,4,A few people,3,Some people,4,A few people,2,Many people,1,Most people,3,Some people,2,Many people,4,A few people,3,Some people,3,Some people,3,Some people,3,Some people,1,Most people,3,Some people,1,Most people,4,A few people,1,Most people,4,A few people,3,Some people,4,A few people,1,Most people,1,Most people,3,Some people,1,Most people,1,Most people,1,Most people,2,Many people,2,Many people,2,Many people,2,Many people,1,Most people,1,Most people,1,Most people,1,Most people,6,Nobody,3,Some people,1,Most people,3,Some people,3,Some people,1,Most people,6,Nobody,4,A few people,1,Most people,3,Some people,3,Some people,4,A few people,3,Some people,3,Some people,3,Some people,3,Some people,1,Most people,1,Most people,3,Some people,5,One or two people,1,Most people,3,Some people
38,BXIZZB001V010038,I like people to act friendly towards me,Some people,Many people,Some people,Most people,A few people,Most people,Many people,Some people,Many people,A few people,Many people,Some people,A few people,Many people,Most people,A few people,Some people,Most people,Many people,Some people,Some people,Most people,Most people,Many people,Many people,Most people,Some people,Many people,Some people,Some people,Many people,Most people,Most people,Some people,Most people,Most people,Many people,Most people,Most people,A few people,Most people,Many people,Most people,Most people,Some people,Most people,A few people,Many people,Most people,A few people,Many people,Most people,Most people,A few people,Many people,Most people,Some people,Most people,Many people,Most people,Many people,Most people,Some people,Most people,Some people,Most people,One or two people,Some people,A few people,Most people,Most people,Most people,Most people,One or two people,Many people,Many people,Some people,Many people,Many people,Some people,Most people,Most people,Some people,Most people,Most people,Some people,1,Most people,1,Most people,2,Many people,1,Most people,2,Many people,2,Many people,2,Many people,1,Most people,1,Most people,1,Most people,1,Most people,2,Many people,2,Many people,1,Most people,4,A few people,2,Many people,1,Most people,1,Most people,1,Most people,4,A few people,2,Many people,3,Some people,1,Most people,1,Most people,1,Most people,1,Most people,2,Many people,2,Many people,3,Some people,2,Many people,1,Most people,1,Most people,1,Most people,1,Most people,4,A few people,2,Many people,1,Most people,1,Most people,1,Most people,1,Most people,1,Most people,1,Most people,3,Some people,1,Most people,1,Most people,1,Most people,2,Many people,1,Most people,2,Many people,3,Some people,5,One or two people,3,Some people,1,Most people,1,Most people,4,A few people,3,Some people,1,Most people,1,Most people
39,BXIZZB001V010039,I like people to invite me to participate in their activities,Most people,Many people,Some people,Some people,A few people,Some people,Many people,Some people,Many people,A few people,Some people,Some people,Most people,Some people,Most people,Some people,One or two people,Some people,Some people,Some people,Many people,Many people,Some people,Many people,Many people,Most people,Some people,A few people,Most people,Many people,Many people,Many people,Many people,Many people,Most people,Some people,A few people,Some people,Many people,Some people,Most people,Some people,Some people,Most people,Many people,A few people,A few people,A few people,Some people,Many people,A few people,Most people,Many people,Many people,A few people,Some people,Most people,Most people,Some people,Most people,Most people,Some people,Some people,Some people,Most people,Some people,One or two people,Some people,Most people,Most people,Most people,Some people,Most people,One or two people,Many people,Many people,Some people,Most people,Some people,Some people,A few people,A few people,Some people,Some people,Some people,Some people,5,One or two people,1,Most people,2,Many people,3,Some people,1,Most people,3,Some people,2,Many people,1,Most people,1,Most people,1,Most people,3,Some people,4,A few people,3,Some people,1,Most people,2,Many people,5,One or two people,1,Most people,5,One or two people,6,Nobody,2,Many people,4,A few people,4,A few people,1,Most people,1,Most people,2,Many people,1,Most people,3,Some people,2,Many people,3,Some people,5,One or two people,2,Many people,3,Some people,1,Most people,1,Most people,5,One or two people,2,Many people,1,Most people,4,A few people,1,Most people,4,A few people,4,A few people,1,Most people,5,One or two people,3,Some people,1,Most people,3,Some people,3,Some people,3,Some people,5,One or two people,3,Some people,3,Some people,4,A few people,2,Many people,1,Most people,2,Many people,2,Many people,1,Most people,3,Some people
40,BXIZZB001V010040,I like people who do not bother me,A few people,Many people,A few people,A few people,Nobody,Nobody,A few people,A few people,Some people,A few people,One or two people,Some people,Most people,Some people,A few people,Nobody,Some people,A few people,Many people,Some people,Some people,Some people,A few people,Some people,Most people,Some people,A few people,Some people,Most people,One or two people,A few people,Most people,Many people,One or two people,One or two people,Nobody,A few people,A few people,Most people,A few people,A few people,Some people,Some people,Nobody,Some people,Most people,A few people,Nobody,A few people,Some people,A few people,Most people,Most people,Nobody,One or two people,Most people,Nobody,A few people,Nobody,A few people,Some people,Some people,A few people,Nobody,Some people,One or two people,Nobody,Some people,One or two people,Some people,Most people,Most people,A few people,One or two people,Most people,Most people,Some people,A few people,One or two people,Some people,Most people,A few people,Most people,Most people,Some people,Many people,1,Most people,1,Most people,2,Many people,4,A few people,3,Some people,5,One or two people,3,Some people,1,Most people,2,Many people,2,Many people,3,Some people,1,Most people,5,One or two people,4,A few people,6,Nobody,1,Most people,1,Most people,6,Nobody,3,Some people,6,Nobody,1,Most people,2,Many people,2,,6,,4,A few people,1,Most people,3,Some people,5,One or two people,5,One or two people,6,Nobody,5,One or two people,6,Nobody,4,A few people,6,Nobody,6,Nobody,4,A few people,6,Nobody,1,Most people,1,Most people,1,Most people,1,Most people,3,Some people,3,Some people,1,Most people,2,Many people,4,A few people,1,Most people,5,One or two people,2,Many people,5,One or two people,3,Some people,5,One or two people,5,One or two people,6,Nobody,2,Many people,1,Most people,1,Most people,1,Most people
